Course Code,Course Title,Type of Textbook,ISBN,Title Linked to Library holdings,Author,Edition,Publisher
LAW1025,Equity and Trusts,Highly recommended,9781009073912,A Sourcebook on Equity and Trusts in Australia,"Bryan, MW et al",3rd,Cambridge University Press
LAW1025,Equity and Trusts,Highly recommended,9781009232388,Equity and trusts in Australia,"Vann, Vicki ; Thomas, Susan Barkehall ; Bryan, Michael",3rd,Cambridge University Press
LAW1026,Australian Company Law,Prescribed,9780190337209 9780190337216(e),Commercial Applications of Company Law,Hanrahan/Ramsay/Stapledon,23rd,Oxford University Press
LAW1026,Australian Company Law,Prescribed,9780190330750 9780190330767(e),Commercial Applications of Company Law,Hanrahan/Ramsay/Stapledon,22nd,Oxford University Press
LAW1033,Competition & Consumer Law,Highly recommended,"""9780455246031 9780455246048(e)""","""Corones' Australian Consumer Law """,Paterson,5th,Thomson Reuters
LAW1033,Competition & Consumer Law,Highly recommended,9780455246734 9780455246741(e),Corones' Competition Law in Australia,Svetiev,8th,Thomson Reuters
LAW1037,Equity and Trusts,Highly recommended,9781009045636,Inside Lawyers' Ethics,Parker & Evans,4th,Cambridge University Press
LAW2395,Evidence Law,Highly recommended,9780455503035 9780455503042(e),Uniform Evidence Law,Odgers,18th,Thomson Reuters
LAW2396,Intro Aust Leg Sys & Leg Meth,Highly recommended,9780409351934 9780409351941(e),Laying Down the Law,"David Hamer, Belinda Smith, Patrick O’Mara, Tristan Taylor & Robin Creyke",11th,LexisNexis Australia
LAW2396,Intro Aust Leg Sys & Leg Meth,Highly recommended,9780409357585 9780409357592(e),Laying Down the Law,"David Hamer, Belinda Smith, Patrick O’Mara, Tristan Taylor & Robin Creyke",12th,LexisNexis Australia
LAW2396,Intro Aust Leg Sys & Leg Meth,Highly recommended,9780730363446 9780730358855(e),The New Lawyer,"Nickolas James, Rachael Field & Jackson Walkden-Brown",2nd,John Wiley & Sons
LAW2396,Intro Aust Leg Sys & Leg Meth,Highly recommended,9781394184385,The New Lawyer,"Nickolas James, Rachael Field & Jackson Walkden-Brown",3rd,John Wiley & Sons
LAW2396,Intro Aust Leg Sys & Leg Meth,Recommended,9780646976389,Australian Guide to Legal Citation,Melbourne University Law Review,4th,Melbourne University Law Review
LAW2396,Intro Aust Leg Sys & Leg Meth,Recommended,9780409352917 9780409354164(e),LexisNexis Concise Australian Legal Dictionary,General Editors: Ray Finkelstein and David Hamer,6th,LexisNexis Australia
LAW2397,Law of Torts,Highly recommended,9781009348775 9781009348782(e),Contemporary Australian Tort Law,Kyriakakis,2nd,Cambridge University Press
LAW2397,Law of Torts,Highly recommended,9780409357493,Focus: Torts,Martin Davies and Ian Malkin,10th,LexisNexis
LAW2405,Equity and Trusts,Highly recommended,9781009073912,A Sourcebook on Equity and Trusts in Australia,"Bryan, MW et al",3rd,Cambridge University Press
LAW2405,Equity and Trusts,Highly recommended,9781009232388,Equity and trusts in Australia,"Vann, Vicki ; Thomas, Susan Barkehall ; Bryan, Michael",3rd,Cambridge University Press
LAW2413,Equity and Trusts,Highly recommended,9781009045636,Inside Lawyers' Ethics,Parker & Evans,4th,Cambridge University Press
LAW2419,Competition & Consumer Law,Highly recommended,"""9780455246031 9780455246048(e)""","""Corones' Australian Consumer Law """,Paterson,5th,Thomson Reuters
LAW2419,Competition & Consumer Law,Highly recommended,9780455246734 9780455246741(e),Corones' Competition Law in Australia,Svetiev,8th,Thomson Reuters
LAW2442,Business Law,Highly recommended,9780730391869 9780730391883(e),Business Law,James,6th,John Wiley & Sons
LAW2442,Business Law,Prescribed,9780455244686 9780455244693(e),Concise Australian Commercial Law,"Clive Turner, Roger Gamble, John Trone",6th,Thomson Reuters
LAW2442,Business Law,Prescribed,9780455247076 9780455247083(e),Concise Australian Commercial Law,"Clive Turner, Roger Gamble, John Trone",7th,Thomson Reuters
LAW2446,Business Law,Prescribed,9780455244686 9780455244693(e),Concise Australian Commercial Law,"Clive Turner, Roger Gamble, John Trone",6th,Thomson Reuters
LAW2446,Business Law,Prescribed,9780455247076 9780455247083(e),Concise Australian Commercial Law,"Clive Turner, Roger Gamble, John Trone",7th,Thomson Reuters
LAW2450,Company Law,Highly recommended,9780730369332 9780730369349(e),Company Law: an interactive approach,"Wong, Baumfield, Copp, Cunningham, Harpur, Chapple (ed)",2nd,John Wiley & Sons
LAW2450,Company Law,Highly recommended,9781394184583 9781394184590(e),Company Law,"Wong, Baumfield, Copp, Cunningham, Harpur, Chapple (ed)",3rd,John Wiley & Sons
LAW2453,Taxation 1,Highly recommended,"""9781394225927 9781394225767(e)""",Australian Taxation,Bevacqua et al.,3rd,John Wiley & Sons
LAW2465,Singapore Taxation,Highly recommended,9789814838733,Singapore Master Tax Guide 2023/24,Oei,42nd,CCH
LAW2465,Singapore Taxation,Highly recommended,9789814838399,Singapore tax workbook 2022/23,Sum Yee Loong,25th,CCH
LAW2471,Taxation Law and Practice,Highly recommended,9780455248110,Principles of Taxation Law 2024,Sadiq et al,2024,Thomson Reuters
LAW2477,Business Law,Highly recommended,9780730391869,Business Law,Nick James,6th,John Wiley & Sons
LAW2477,Business Law,Highly recommended,9780455247076 9780455247083(e),Concise Australian Commercial Law,"Clive Turner, Roger Gamble, John Trone",7th,Thomson Reuters
LAW2491,"Wills, Probate & Administration",Highly recommended,9780409345315 9780409345322(e),Principles of Australian Succession Law,Mackie,3rd,LexisNexis Australia
LAW2491,"Wills, Probate & Administration",Highly recommended,9780409355239 9780409355246(e),Principles of Australian Succession Law,Mackie,4th,LexisNexis Australia
LAW2493,Criminal Law,Highly recommended,9780409352368 9780409352375(e),Criminal Law Elements,Croft,7th,LexisNexis Australia
LAW2495,Intellectual Property,Highly recommended,9780730369271 9780730372264(e),Business Law,Nick James,5th,John Wiley & Sons
LAW2495,Intellectual Property,Highly recommended,9780730391869 9780730391883(e),Business Law,Nick James,6th,John Wiley & Sons
LAW2495,Intellectual Property,Highly recommended,9780409336245 9780409336252(e),Intellectual Property Law,Craig Collins and Heather Forrest,2nd,LexisNexis Australia
LAW2497,Business Law,Highly recommended,9780730391869 9780730391883(e),Business Law,Nick James,6th,John Wiley & Sons
LAW2497,Business Law,Highly recommended,9780455247076 9780455247083(e),Concise Australian Commercial Law,"Clive Turner, Roger Gamble, John Trone",7th,Thomson Reuters
LAW2524,Fundamentals of Contract Law,Highly recommended,9780455243948,Contract: Cases and Materials,"Jeannie Paterson, Andrew Robertson",14th,Thomson Reuters
LAW2524,Fundamentals of Contract Law,Highly recommended,9780455243085,Principles of Contract Law,"Jeannie Paterson, Andrew Robertson",6th,Thomson Reuters
LAW2527,Advanced Contract Law,Highly recommended,9780455243948 9780455243955(e),Contract: Cases and Materials,"Jeannie Paterson, Andrew Robertson",14th,Thomson Reuters
LAW2527,Advanced Contract Law,Highly recommended,9780455243085,Principles of Contract Law,"Jeannie Paterson, Andrew Robertson",6th,Thomson Reuters
LAW2537,Intellectual Property Law,Recommended,9780190326456 9780190326463(e),"Australian Intellectual Property Commentary, Law and Practice",Bowrey et al,3rd,Oxford University Press
LAW2537,Intellectual Property Law,Recommended,9781108746953 9781108809122(e),Australian Intellectual Property Law,"Davison, Monotti, Wiseman",4th,Cambridge University Press
LAW2580,Becoming a Lawyer in a Globalised World,Highly recommended,9781394184385,The New Lawyer,"Nickolas James, Rachael Field & Jackson Walkden-Brown",3rd,John Wiley & Sons
LAW2580,Becoming a Lawyer in a Globalised World,Highly recommended,9780730363446 9780730358855(e),The New Lawyer,"Nickolas James, Rachael Field & Jackson Walkden-Brown",2nd,John Wiley & Sons
LAW2587,Equity,Highly recommended,9781009073912,A Sourcebook on Equity and Trusts in Australia,"Bryan, MW et al",3rd,Cambridge University Press
LAW2587,Equity,Highly recommended,9781009232388,Equity and trusts in Australia,"Vann, Vicki ; Thomas, Susan Barkehall ; Bryan, Michael",3rd,Cambridge University Press
LAW2594,Administrative Law,Highly recommended,9781009102926 9781009116848(e),"""Government Accountability Australian Administrative Law""",Bannister et al,3rd,Cambridge University Press
LAW2601,Torts Law,Highly recommended,9781009348775 9781009348782(e),Contemporary Australian Tort Law,Kyriakakis,2nd,Cambridge University Press
LAW2602,Trusts,Highly recommended,9781009073912,A Sourcebook on Equity and Trusts in Australia,"Bryan, MW et al",3rd,Cambridge University Press
LAW2602,Trusts,Highly recommended,9781009232388,Equity and trusts in Australia,"Vann, Vicki ; Thomas, Susan Barkehall ; Bryan, Michael",3rd,Cambridge University Press
LAW2625,Law and Justice Beyond Borders,Highly recommended,9781108744058 9781108892766(e),Comparative law,Siems,3rd,Cambridge University Press
LAW2627,Law and Justice Beyond Borders,Highly recommended,9781108744058 9781108892766(e),Comparative law,Siems,3rd,Cambridge University Press
LAW2629,Singapore Company and Finance Law,Highly recommended,9789814446778,Commercial Applications of Company Law in Singapore,"Victor C S Yeo, Joyce Lee, Pamela Hanrahan, Ian Ramsay, Geof Stapledon",6th,CCH
LAW2632,Introduction to Contract Law,Prescribed,9781108435277,Contract Law: Cases and Materials,Kenneth Yin et al,1st,Cambridge University Press
LAW2632,Introduction to Contract Law,Prescribed,9781107445703,Contract Law: Principles and Context,"Andrew Stewart, Warren Swain, Karen Fairweather",1st,Cambridge University Press
MANU1174,Automatic Control Systems,Prescribed,9781119561880 9781119493037(e),Control Systems Engineering,Norman S. Nise,8th,John Wiley & Sons
MANU2071,Industry 4.0 Technologies,Highly recommended,9781119359678 9781119359708(e),"Internet of Things: Architectures, Protocols and Standards",Cirani Et al,2018,John Wiley & Sons
MANU2071,Industry 4.0 Technologies,Highly recommended,9780357112410 9780357112526(e),Principles of Information Systems,Ralph M Stair and George Walter Reynolds,14th,Cengage Learning
MATH1318,Time Series Analysis,Prescribed,9780387759586 9780387759593(e),Time Series Analysis With Applications in R,Jonathan D. Cryer & Kung-Sik Chan,2nd,Springer
MATH2319,Machine Learning,Prescribed,97802623611019780262044691(e),"Fundamentals of Machine Learning for Predictive Data Analytics : Algorithms, Worked Examples and Case Studies","John D. Kelleher, Brian Mac Namee, Aoife D'Arcy",2nd,"MIT Press, Academic"
MATH2387,Machine Learning,Prescribed,97802623611019780262044691(e),"Fundamentals of Machine Learning for Predictive Data Analytics : Algorithms, Worked Examples and Case Studies","John D. Kelleher, Brian Mac Namee, Aoife D'Arcy",2nd,"MIT Press, Academic"
MATH2393,Engineering Mathematics,Prescribed,9780733975127 9780655703297(e),Mathematical Methods for Engineers and Scientists,"Fitz-Gerald, G. F.",4th,Pearson Education
MATH2468,Optimisation for Decision Making,Prescribed,9781501515101 9781501506208(e),Managerial Decision Modeling,"Balakrishnan, Render, Stair, and Munson",4th,‎ De|G Pres
MEDS1075,General Pathology,Prescribed,9780323353175 9780323394130(e),Robbins Basic Pathology,"Vinay Kumar, Abul Abbas and Jon Aster",10th,Elsevier Australia
MEDS1075,General Pathology,Recommended,9780723434443,Core Pathology,Stevens et al,3rd,Elsevier Australia
MEDS1110,Haematology 2,Highly recommended,9780803694439 9781719653138(e),Clinical Hematology and Fundamentals of Hemostasis,Denise M. Harmening and Harmening,6th,F. A. Davis
MEDS1110,Haematology 2,Highly recommended,9780323462020 9780323477857(e),Consultative hemostasis and thrombosis,"Craig S. Kitchens MD (Author), Barbara A Konkle MD (Author), Craig M. Kessler MD",4th,Elsevier Australia
MEDS1110,Haematology 2,Highly recommended,9780367396213,Essential Paediatric Haematology,"Ian M. Hann, Owen P. Smith",2020,CRC press
MEDS1110,Haematology 2,Highly recommended,9780323357623 9780323509718(e),Hematology : Basic Principles and Practice,"""Silberstein /Anastasi""",7th,Elsevier Australia
MEDS1110,Haematology 2,Highly recommended,9780323530453 9780323549639(e),Rodak's hematology : clinical principles and applications,"Elaine M. Keohane, Catherine N. Otto and Jeanine M. Walenga",6th,Elsevier Australia
MEDS1110,Haematology 2,Highly recommended,9781119286400,"Veterinary Hematology, Clinical Chemistry, and Cytology","Mary Anna Thrall, Glade Weiser, Robin W. Allison, Terry W. Campbell",3rd,Wiley Blackwell
MEDS2112,Advanced Haematology,Highly recommended,9780803694439 9781719653138(e),Clinical Hematology and Fundamentals of Hemostasis,Denise M. Harmening and Harmening,6th,F. A. Davis
MEDS2112,Advanced Haematology,Highly recommended,9780323462020 9780323477857(e),Consultative hemostasis and thrombosis,"Craig S. Kitchens MD (Author), Barbara A Konkle MD (Author), Craig M. Kessler MD",4th,Elsevier Australia
MEDS2112,Advanced Haematology,Highly recommended,9780367396213,Essential Paediatric Haematology,"Ian M. Hann, Owen P. Smith",2020,CRC press
MEDS2112,Advanced Haematology,Highly recommended,9780323357623 9780323509718(e),Hematology : Basic Principles and Practice,"""Silberstein /Anastasi""",7th,Elsevier Australia
MEDS2112,Advanced Haematology,Highly recommended,9780323530453 9780323549639(e),Rodak's hematology : clinical principles and applications,"Elaine M. Keohane, Catherine N. Otto and Jeanine M. Walenga",6th,Elsevier Australia
MEDS2112,Advanced Haematology,Highly recommended,9781119286400,"Veterinary Hematology, Clinical Chemistry, and Cytology","Mary Anna Thrall, Glade Weiser, Robin W. Allison, Terry W. Campbell",3rd,Wiley Blackwell
MEDS2118,Introduction to Pathology,Prescribed,9780323353175 9780323394130(e),Robbins Basic Pathology,"Vinay Kumar, Abul Abbas and Jon Aster",10th,Elsevier Australia
MEDS2118,Introduction to Pathology,Recommended,9780723434443,Core Pathology,Stevens et al,3rd,Elsevier Australia
MEDS2185,Advanced Anatomical Pathology,Prescribed,9780702068645 9780702068645(e),Bancroft's Theory and Practice of Histological Techniques,Bancroft & Layton,8th,Elsevier Australia
MEDS2185,Advanced Anatomical Pathology,Prescribed,9781455744626 9781455750795(e),Cytology. Diagnostic Principles and Clinical Correlates,Cibas & Ducatman,4th,Elsevier Australia
MEDS2185,Advanced Anatomical Pathology,Prescribed,9780323636360,Cytology. Diagnostic principles and clinical correlates,Cibas & Ducatman,5th,Elsevier Australia
MEDS2185,Advanced Anatomical Pathology,Prescribed,9780198717331 9780192535542(e),Histopathology,Nation & Orchard,2nd,Oxford University Press
MEDS2185,Advanced Anatomical Pathology,Recommended,9783031280450 9783031280467(e),Bethesda System for Reporting Thyroid Cytopathology,"Ali, Syed Z",3rd,Springer
MEDS2185,Advanced Anatomical Pathology,Recommended,9781455751952 9780323265768(e),Comprehensive Cytopathology,Bibbo,4th,Elsevier Australia
MEDS2185,Advanced Anatomical Pathology,Recommended,9781447124184 9781447124191(e),Cytopathology : An Introduction,Michael T. SheaffNaveena Singh,1st,Springer
MEDS2185,Advanced Anatomical Pathology,Recommended,9780702031540 9780702048951(e),Diagnostic Cytopathology,Gray & Kocjan,3rd,Elsevier Australia
MEDS2185,Advanced Anatomical Pathology,Recommended,9780323721721 9780323721738(e),Diagnostic immunohistochemistry : theranostic and genomic applications,"Dabbs, David J",6th,Elsevier Australia
MEDS2185,Advanced Anatomical Pathology,Recommended,9781108975643 9781108907422(e),Differential Diagnosis in Cytopathology,Park et al,3rd,Cambridge University Press
MEDS2185,Advanced Anatomical Pathology,Recommended,9780323673211 9780323683807(e),Histology and Cell Biology : An Introduction to Pathology,Kierszenbaum & Tres,5th,Elsevier Australia
MEDS2185,Advanced Anatomical Pathology,Recommended,9781496398949 9781496398963(e),Histology for Pathologists,Mills,5th,Wolters Kluwer Health
MEDS2185,Advanced Anatomical Pathology,Recommended,9783319851884 9783319535777(e),Immunohistochemistry in tumor diagnostics,"Tuffaha, Muin S. A et al",2018,Springer
MEDS2185,Advanced Anatomical Pathology,Recommended,9781009107723 9781009106924(e),Immunohistochemistry: A Technical Guide to Current Practices,Nguyen,2022,Cambridge University Press
MEDS2185,Advanced Anatomical Pathology,Recommended,9780323546324 9780323547246(e),Manual of surgical pathology,"Lester, Susan Carole",4th,Elsevier Australia
MEDS2185,Advanced Anatomical Pathology,Recommended,9780323065160 9781437735765(e),Manual of surgical pathology,"Lester, Susan Carole",3rd,Elsevier Australia
MEDS2185,Advanced Anatomical Pathology,Recommended,9783318065756 9783318065763(e),Modern Techniques in Cytopathology,"Bui, Marilyn M",2020,Karger
MEDS2185,Advanced Anatomical Pathology,Recommended,9783319973968 9783319973975(e),Molecular Diagnostics in Cytopathology : A Practical Handbook for the Practicing Pathologist,"Roy-Chowdhuri, Sinchit et al",2019,Springer
MEDS2185,Advanced Anatomical Pathology,Recommended,9781416057697 9781455728558(e),Practical Cytopathology: A Diagnostic Approach to Fine Needle Aspiration Biopsy,Field,1st,Elsevier Australia
MEDS2185,Advanced Anatomical Pathology,Recommended,9783319764771 9783319764788(e),"Serous Effusions : Etiology, Diagnosis, Prognosis and Therapy","Davidson, Ben",2nd,Springer
MEDS2185,Advanced Anatomical Pathology,Recommended,9780323612791 9780323612807(e),Steven & Lowe's Human Histology,Lowe/Anderson et al,5th,Elsevier Australia
MEDS2185,Advanced Anatomical Pathology,Recommended,9783030539078 9783030539085(e),The International System for Serous Fluid Cytopathology,"Chandra, Ashish; Crothers, Barbara; Kurtycz, Daniel; Schmitt, Fernando",2020,Springer
MEDS2185,Advanced Anatomical Pathology,Recommended,9783030886851 9783030886868(e),The Paris System for Reporting Urinary Cytology,Wojcik et al,2nd,Springer
MEDS2186,Anatomical Pathology 2,Prescribed,9780702068645 9780702068645(e),Bancroft's Theory and Practice of Histological Techniques,Bancroft & Layton,8th,Elsevier Australia
MEDS2186,Anatomical Pathology 2,Prescribed,9781455744626 9781455750795(e),Cytology. Diagnostic Principles and Clinical Correlates,Cibas & Ducatman,4th,Elsevier Australia
MEDS2186,Anatomical Pathology 2,Prescribed,9780323636360,Cytology. Diagnostic principles and clinical correlates,Cibas & Ducatman,5th,Elsevier Australia
MEDS2186,Anatomical Pathology 2,Prescribed,9780198717331 9780192535542(e),Histopathology,Nation & Orchard,2nd,Oxford University Press
MEDS2186,Anatomical Pathology 2,Recommended,9783031280450 9783031280467(e),Bethesda System for Reporting Thyroid Cytopathology,"Ali, Syed Z",3rd,Springer
MEDS2186,Anatomical Pathology 2,Recommended,9781455751952 9780323265768(e),Comprehensive Cytopathology,Bibbo,4th,Elsevier Australia
MEDS2186,Anatomical Pathology 2,Recommended,9781447124184 9781447124191(e),Cytopathology : An Introduction,Michael T. SheaffNaveena Singh,1st,Springer
MEDS2186,Anatomical Pathology 2,Recommended,9780702031540 9780702048951(e),Diagnostic Cytopathology,Gray & Kocjan,3rd,Elsevier Australia
MEDS2186,Anatomical Pathology 2,Recommended,9780323721721 9780323721738(e),Diagnostic immunohistochemistry : theranostic and genomic applications,"Dabbs, David J",6th,Elsevier Australia
MEDS2186,Anatomical Pathology 2,Recommended,9781108975643 9781108907422(e),Differential Diagnosis in Cytopathology,Park et al,3rd,Cambridge University Press
MEDS2186,Anatomical Pathology 2,Recommended,9780323673211 9780323683807(e),Histology and Cell Biology : An Introduction to Pathology,Kierszenbaum & Tres,5th,Elsevier Australia
MEDS2186,Anatomical Pathology 2,Recommended,9781496398949 9781496398963(e),Histology for Pathologists,Mills,5th,Wolters Kluwer Health
MEDS2186,Anatomical Pathology 2,Recommended,9783319851884 9783319535777(e),Immunohistochemistry in tumor diagnostics,"Tuffaha, Muin S. A et al",2018,Springer
MEDS2186,Anatomical Pathology 2,Recommended,9781009107723 9781009106924(e),Immunohistochemistry: A Technical Guide to Current Practices,Nguyen,2022,Cambridge University Press
MEDS2186,Anatomical Pathology 2,Recommended,9780323546324 9780323547246(e),Manual of surgical pathology,"Lester, Susan Carole",4th,Elsevier Australia
MEDS2186,Anatomical Pathology 2,Recommended,9780323065160 9781437735765(e),Manual of surgical pathology,"Lester, Susan Carole",3rd,Elsevier Australia
MEDS2186,Anatomical Pathology 2,Recommended,9783318065756 9783318065763(e),Modern Techniques in Cytopathology,"Bui, Marilyn M",2020,Karger
MEDS2186,Anatomical Pathology 2,Recommended,9783319973968 9783319973975(e),Molecular Diagnostics in Cytopathology : A Practical Handbook for the Practicing Pathologist,"Roy-Chowdhuri, Sinchit et al",2019,Springer
MEDS2186,Anatomical Pathology 2,Recommended,9781416057697 9781455728558(e),Practical Cytopathology: A Diagnostic Approach to Fine Needle Aspiration Biopsy,Field,1st,Elsevier Australia
MEDS2186,Anatomical Pathology 2,Recommended,9783319764771 9783319764788(e),"Serous Effusions : Etiology, Diagnosis, Prognosis and Therapy","Davidson, Ben",2nd,Springer
MEDS2186,Anatomical Pathology 2,Recommended,9780323612791 9780323612807(e),Steven & Lowe's Human Histology,Lowe/Anderson et al,5th,Elsevier Australia
MEDS2186,Anatomical Pathology 2,Recommended,9783030539078 9783030539085(e),The International System for Serous Fluid Cytopathology,"Chandra, Ashish; Crothers, Barbara; Kurtycz, Daniel; Schmitt, Fernando",2020,Springer
MEDS2186,Anatomical Pathology 2,Recommended,9783030886851 9783030886868(e),The Paris System for Reporting Urinary Cytology,Wojcik et al,2nd,Springer
MEDS2197,Data and Electronic Health Record,Recommended,9781628253924,A guide to the project management body of knowledge (PMBOK guide),Project Management Institute,6th,Project Management Institute
MIET1076,Mechanical Vibrations,Prescribed,9781292178608 9781292178615(e),Mechanical Vibrations in SI Units,"Rao, S.S",6th ISE,Pearson Education
MIET2134,Engineering Dynamics,Prescribed,9781292451930 9781292451978(e),Engineering Mechanics: Dynamics in SI Units,Russell C. Hibbeler,15th SI,Pearson Education
MIET2139,Mechanics of Materials,Recommended,9781292451930 9781292451978(e),Engineering Mechanics: Dynamics in SI Units,Russell C. Hibbeler,15th SI,Pearson Education
MIET2139,Mechanics of Materials,Recommended,9781292444048 9781292444024(e),Engineering Mechanics: Statics in SI Units,Russell C. Hibbeler,15th SI,Pearson Education
MIET7549C,Use workshop equipment and processes to complete an engineering project,Prescribed,9781619546271,Aircraft Systems for Pilots,DeRemer,4th,ASA
MKTG1025,Marketing Principles,Recommended,9781488626203 9780655704485(e),Principles of Marketing,"Armstrong, Adam, Denize, Volkov, & Kotler",8th,Pearson Education
MKTG1041,Marketing Communications,Highly recommended,9780170443005 9780170289030(e),Integrated Marketing Communications,Edwina Luck / Nigel Barker / Anne-Marie Sassenberg / William Chitty / Terence Shimp / J Craig Andrews,6th Asia-Pacific,Cengage Learning
MKTG1045,Market Research,Recommended,9780170369824 9780170388214(e),Marketing Research,"D'Alessandro, Lowe, Winzar, Zikmund & Babin",4th Asia-Pacific,Cengage Learning
MKTG1045,Market Research,Recommended,9780170438964 9780170293570(e),Marketing Research,"D'Alessandro, Lowe, Winzar, Zikmund & Babin",5th ANZ,Cengage Learning
MKTG1047,Market Research,Recommended,9780170369824 9780170388214(e),Marketing Research,"D'Alessandro, Lowe, Winzar, Zikmund & Babin",4th Asia-Pacific,Cengage Learning
MKTG1047,Market Research,Recommended,9780170438964 9780170293570(e),Marketing Research,"D'Alessandro, Lowe, Winzar, Zikmund & Babin",5th ANZ,Cengage Learning
MKTG1048,B2B Sales Strategy,Highly recommended,9781260682953 9781264072095(e),Selling: Building partnerships,Castleberry & Tanner,11th,McGraw-Hill Education
MKTG1050,Buyer Behaviour,Recommended,9781266114762 9781266479328(e),Consumer Behavior: Building Marketing Strategy ISE,"David L. Mothersbaugh, Susan Bardi Kleiser, Delbert I. Hawkins",15th,McGraw-Hill Education
MKTG1050,Buyer Behaviour,Recommended,9781743076811 9781760421410(e),Consumer Behaviour : Implications for Marketing Strategy,"Pascale Quester, Simone Pettigrew, Sally Rao Hill, Foula Kopanidis, and Del Hawkins",7th,McGraw-Hill Education
MKTG1052,Buyer Behaviour,Recommended,9781266114762 9781266479328(e),Consumer Behavior: Building Marketing Strategy ISE,"David L. Mothersbaugh, Susan Bardi Kleiser, Delbert I. Hawkins",15th,McGraw-Hill Education
MKTG1052,Buyer Behaviour,Recommended,9781743076811 9781760421410(e),Consumer Behaviour : Implications for Marketing Strategy,"Pascale Quester, Simone Pettigrew, Sally Rao Hill, Foula Kopanidis, and Del Hawkins",7th,McGraw-Hill Education
MKTG1053,Services Marketing,Highly recommended,9781292425191 9781292425160(e),Essentials of Services Marketing,Jochen Wirtz,4th,Pearson Education
MKTG1080,Applied Brand Management,Highly recommended,9781292314969 9781292314990(e),"Strategic Brand Management: Building, Measuring, and Managing Brand Equity","Keller, Kevin Lane and Vanitha Swaminathan",5th Global,Pearson Education
MKTG1100,Marketing Management,Prescribed,9781292093147 9781292093154(e),A Framework for Marketing Management,Philip Kotler& Kevin Keller,6th Global,Pearson Education
MKTG1100,Marketing Management,Prescribed,9781292404813 9781292405100 (e),Marketing Management,Kotler,16th Global,Pearson Education
MKTG1101,Consumer Behaviour,Highly recommended,9781442561533 9781486014347(e),Consumer Behaviour,"Schiffman, Leon ; O'Cass, Aron ; Paladino, Angela ; Carlson, Jamie",6th,Pearson Education
MKTG1103,Marketing Communication Strategy,Highly recommended,9780170443005 9780170289030(e),Integrated Marketing Communications,Chitty; Luck; Barker; Sassenberg; Shimp; & Andrews,6th Asia-Pacific,Cengage Learning
MKTG1104,Marketing Research,Highly recommended,9781266261503 9781266389108(e),Essentials of Marketing Research,Hair & Lukas,6th ISE,McGraw-Hill Education
MKTG1112,Services Marketing,Highly recommended,9781944659790 9781944659806(e),"Services Marketing: People, Technology, Strategy","Wirtz, J., & Lovelock, C",9th,World Scientific
MKTG1199,Marketing Principles,Recommended,9781292443805(e),"Principles of Marketing, an Asian Perspective","Kotler, Philip ; Armstrong, Gary ; Swee-Hoon et al",5th,Pearson Education
MKTG1205,Marketing Principles,Recommended,9781292443805(e),"Principles of Marketing, an Asian Perspective","Kotler, Philip ; Armstrong, Gary ; Swee-Hoon et al",5th,Pearson Education
MKTG1215,Strategic Marketing,Recommended,9781307676624,Strategic Marketing,"White, Christopher",1st,McGraw-Hill Education
MKTG1266,Marketing Communication,Highly recommended,9780170443005 9780170289030(e),Integrated Marketing Communications,Edwina Luck / Nigel Barker / Anne-Marie Sassenberg / William Chitty / Terence Shimp / J Craig Andrews,6th Global,Cengage Learning
MKTG1268,Services Marketing,Highly recommended,9781292425191 9781292425160(e),Essentials of Services Marketing,Jochen Wirtz,4th,Pearson Education
MKTG1274,B2B Sales Strategy,Highly recommended,9781265082291 9781264988747(e),Selling: Building partnerships,Castleberry & Tanner,11th,McGraw-Hill Education
MKTG1281,Applied Brand Management,Highly recommended,9781292314969 9781292314990(e),"Strategic Brand Management: Building, Measuring, and Managing Brand Equity","Keller, Kevin Lane and Vanitha Swaminathan",5th Global,Pearson Education
MKTG1329,Marketing Principles,Recommended,9781488626203 9780655704485(e),Principles of Marketing,"Armstrong, Adam, Denize, Volkov, & Kotler",8th,Pearson Education
MKTG1338,Omnichannel Retailing,Highly recommended,9781292214672 9781292214689(e),Retail Management,"Berman, Evans and Catterjee",13th Global,Pearson Education
MKTG1390,Marketing Management,Prescribed,9781292405100 (e),Marketing Management,Kotler,16th Global,Pearson Education
MKTG1395,Marketing Research,Highly recommended,9781266261503 9781266389108(e),Essentials of Marketing Research,Hair & Lukas,6th ISE,McGraw-Hill Education
MKTG1396,Services Marketing,Highly recommended,9781944659790 9781944659806(e),"Services Marketing: People, Technology, Strategy","Wirtz, J., & Lovelock, C",9th,World Scientific
MKTG1440,Digital Fashion Marketing Strategy,Recommended,9781292400969 9781292400990(e),Digital Marketing,"Chaffey, Dave; Ellis-Chadwick, Fiona",8th,Pearson Education
MKTG1440,Digital Fashion Marketing Strategy,Recommended,9780357720738,Digital Marketing: Foundations and Strategy,"Zahay, D., Labrecque, L., Reavey, B., & Roberts, M",5th,Cengage Learning
MKTG1483,Social Marketing and Consumer Wellbeing,Recommended,9781071851647 9781071851609(e),Social Marketing: Behaviour change for good,Nancy R. Lee; Philip Kotler; Julie Colehour,7th,Sage Publications
MKTG1483,Social Marketing and Consumer Wellbeing,Recommended,"""9781526446046 9781526471635(e)""",Strategic social marketing : for behaviour & social change,""" Jeff French; Ross Gordon""",2nd,Sage Publications
